date,title,site_id,company,technology_stack,salary_margin,salary,required_experience
2024-01-04,Full Stack Developer,/jobs/5455834/,ServiceinUa,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'API', 'Redis']","[50000, 70000]",60000.0,5
2024-01-04,Front-End Developer (Senior or Lead),/jobs/5324195/,Piche Ltd,"['Java', 'HTML', 'CSS', 'WEB']","[120000, 160000]",140000.0,5
2024-01-09,"Senior Java developer, architect",/jobs/5425052/,Trade Service Alliance,"['SQL', 'Docker', 'API']",As interview result,,2
2023-12-20,"Flutter, React, React Native, Ruby on Rails Developer",/jobs/5461996/,Matrixsoftlabs SIA,['Ruby'],As interview result,,1
2023-12-29,Strong Junior/Middle iOS Developer,/jobs/5469003/,"Опришко М.І., ФОП","['GIT', 'API']",As interview result,,1
2024-01-09,Програміст АСУ ТП,/jobs/5339342/,"Фомальгаут Полімін, ТОВ",[],Unknown,,1
2024-01-10,Back End Developer,/jobs/5461456/,Agency Amazon,"['JS', 'Python', 'API']","[20000, 40000]",30000.0,1
2024-01-10,"Інженер з розробки вбудованих систем, Embedded developer (strong middle)",/jobs/5384757/,"Українські Інфосистеми, ТОВ",[],Unknown,,1
2024-01-05,Open-Source C++ Developer,/jobs/5403793/,Altinity,"['C++', 'English', 'GIT', 'API']",Unknown,,5
2024-01-10,Wordpress developer (Middle/Senior),/jobs/5482960/,OGD Solutions,"['PHP', 'JS', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'API']","[70000, 110000]",90000.0,2
2023-12-20,Інженер-розробник електроніки,/jobs/5461840/,ГироЛаб,['GIT'],Unknown,,5
2023-12-22,Senior Full Stack Web Developer (Back End),/jobs/5385666/,"Стекс Україна, ТОВ","['PHP', 'Java', 'SQL', 'English', 'CSS', 'WEB', 'API']","[140000, 180000]",160000.0,5
2023-12-11,Програміст 1C,/jobs/5450720/,"ТоргСервіс плюс, ПП",['1С'],"[25000, 30000]",27500.0,2
2023-12-30,PHP-розробник (Symfony),/jobs/3847360/,Herdwatch Ltd,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'English', 'GIT', 'WEB', 'API']","[60000, 120000]",90000.0,2
2024-01-10,Full-Stack Web Developer,/jobs/5452640/,"TurboWeb, агентство інтернет-маркетингу","['PHP', 'JS', 'Python', 'SQL', 'Django', 'GIT', 'WEB', 'API', 'NodeJS', 'Redis']","[25000, 35000]",30000.0,1
2024-01-02,ServiceNow Developer,/jobs/5470908/,Lea ther,"['Java', 'SQL', 'HTML', 'CSS']",[100000],100000.0,2
2023-12-13,Junior розробник (Microsoft Power Platform),/jobs/5454025/,Kenek soft,[],As interview result,,1
2024-01-09,Junior/Middle C++ Developer,/jobs/4935903/,AvMap Ukraine LLC,"['Java', 'C++', 'English', 'GIT', 'CI/CD']",Unknown,,2
2023-12-21,Middle Full-Stack JavaScript Developer,/jobs/5418639/,Національні інформаційні системи,"['Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'WEB', 'API']","[95000, 110000]",102500.0,5
2024-01-02,Дизайнер-розробник вишивальних програм,/jobs/5205030/,"Шеремет А. О., ФОП",[],"[10000, 25000]",17500.0,0
2024-01-10,Middle Front End Developer (Angular),/jobs/5482739/,Portmone.com,"['JS', 'Docker', 'HTML', 'CSS', 'WEB', 'NodeJS']",Unknown,,2
2023-12-20,Embedded-розробник,/jobs/4290383/,Vending Land,['JS'],As interview result,,1
2024-01-05,React Front-end розробник,/jobs/5425571/,"Інформаційно-обчислювальний центр Міністерства соц. політики України, ДП","['Java', 'JS', 'GIT', 'API']",As interview result,,2
2023-12-21,WordPress Custom Website Developer,/jobs/5463191/,BlueFlower Media,"['Java', 'English', 'HTML', 'CSS', 'WEB']","[15000, 20000]",17500.0,2
2024-01-09,SW developer,/jobs/4396299/,Костал Україна,"['English', 'GIT']",Unknown,,1
2023-12-28,"Викладач з робототехніки, розробник учбових курсів для дітей",/jobs/5052392/,Перший клуб робототехніки,[],As interview result,,2
2023-12-17,Senior WordPress developer,/jobs/5091275/,Imado,"['PHP', 'Java', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API']","[45000, 80000]",62500.0,5
2024-01-09,Програміст 1C,/jobs/5192004/,"Венбест, ТОВ","['SQL', '1С', 'WEB', 'API']",As interview result,,2
2023-12-11,Програміст 1C,/jobs/4022100/,ModulSoft,"['1С', 'API']","[25000, 40000]",32500.0,1
2024-01-08,Програміст відділу підтримки користувачів,/jobs/5148560/,Банк Південний,[],Unknown,,1
2023-12-19,Програміст 1C,/jobs/5275280/,Антенор,['1С'],As interview result,,5
2024-01-09,IOS-програміст,/jobs/5480333/,Noname Digital,[],"[35000, 100000]",67500.0,1
2024-01-08,Програміст зі знанням 1C (рітейл),/jobs/5428206/,Експрес Маркет box,['1С'],Unknown,,2
2024-01-09,Програміст 1С,/jobs/5086315/,Столична Ювелірна Фабрика,['1С'],Unknown,,2
2023-12-14,"Програміст (PHP, Python) зі знанням англійської",/jobs/5455924/,Sitesecurity,"['PHP', 'Python']","[11000, 32000]",21500.0,0
2024-01-01,"Інженер-програміст (Business Intelligence, BI)",/jobs/5318843/,Universal Bank,['SQL'],As interview result,,1
2024-01-09,Java-розробник (Middle),/jobs/5343462/,ProxyBand,"['Java', 'Docker', 'GIT', 'API']","[60000, 120000]",90000.0,1
2024-01-08,"Intern JavaScript Developer (TypeScript, React, Node. js, стажер)",/jobs/5477670/,SysGears,"['Java', 'JS', 'English']",Unknown,,0
,Провідний програміст 1С,/jobs/3998091/,bodo,"['SQL', '1С', 'WEB', 'API']","[100000, 120000]",110000.0,5
2024-01-10,PHP developer,/jobs/5423235/,Bulls-media,"['PHP', 'JS', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'WEB']",Unknown,,2
2024-01-08,"Программист PHP (Yii 2.0, Middle)",/jobs/4798916/,Global Logistics,"['PHP', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'API', 'Redis']","[40000, 70000]",55000.0,2
2023-12-11,Web-разработчик,/jobs/5451710/,Adlab OÜ,"['PHP', 'Java']",As interview result,,2
2024-01-09,Провідний програміст баз даних,/jobs/5179618/,"Новаагро Україна, ТОВ","['SQL', '1С']",Unknown,,2
2024-01-08,Програміст 1С,/jobs/3764239/,"Сoffeeok, e-commerce company","['1С', 'API']",[70000],70000.0,2
2024-01-10,Програміст 1C,/jobs/4734097/,"Широков В.Ю., ФЛП",['1С'],"[20000, 45000]",32500.0,1
2023-12-20,Програміст з розробки мобільних додатків,/jobs/5449564/,"Вінницяобленерго, АТ","['Java', 'API']","[15000, 25000]",20000.0,0
2024-01-10,Програміст 1C,/jobs/5417706/,"АЛБО, ГК",['1С'],Unknown,,2
2024-01-04,Програміст 1С,/jobs/5355025/,Brain,['1С'],Unknown,,1
2023-12-12,Middle Python Developer,/jobs/5453087/,MGID Inc.,"['Python', 'SQL', 'API', 'CI/CD']",Unknown,,2
2024-01-10,WordPress developer,/jobs/4732719/,DL Agency,"['PHP', 'Java', 'SQL', 'HTML', 'CSS', 'GIT', 'API']","[30000, 50000]",40000.0,2
2024-01-10,Junior Developer,/jobs/5482445/,"Гореліков О.О., ФОП","['SQL', 'HTML']",Unknown,,0
2024-01-10,BI Developer,/jobs/5423230/,Bulls-media,"['Python', 'SQL', 'English', 'API']",Unknown,,2
2023-12-18,"Java 11+ Developer (Spring, JUnit, Docker, English B2+)",/jobs/5458795/,S. Project,"['Java', 'SQL', 'Docker', 'English', 'GIT']",Unknown,,2
2023-12-26,Программист 1C,/jobs/5466103/,"Аншар Груп, ТОВ (меблева фабрика)",['1С'],As interview result,,2
2024-01-10,Symfony developer (Middle/Senior),/jobs/5482746/,OGD Solutions,"['PHP', 'SQL', 'Docker', 'English', 'GIT']","[70000, 110000]",90000.0,2
2024-01-01,"Technical co-founder, Tech lead, Developer for a startup",/jobs/5122358/,BitSlap.it,['GIT'],As interview result,,5
2024-01-08,Business Developer Manager,/jobs/5117598/,Tickets Consolidator,[],As interview result,,1
2024-01-05,Провідний програміст 1С,/jobs/5428997/,"Інтерстарч Україна, ТОВ","['SQL', '1С']",Unknown,,5
2024-01-04,Розробник 1C,/jobs/5454873/,RedHead Family Corporation,"['GIT', '1С', 'WEB', 'API']",Unknown,,2
2024-01-09,Програміст BAS,/jobs/4305533/,Імпульс-ІВЦ,['1С'],"[25000, 30000]",27500.0,1
2024-01-05,Програміст 1С,/jobs/4934205/,"Діоніс, торгівельна компанія","['JS', '1С', 'API']",[60000],60000.0,2
2023-12-11,Middle PHP developer (Laravel),/jobs/4022359/,Domino-IT,"['PHP', 'JS', 'SQL', 'HTML', 'CSS']","[60000, 90000]",75000.0,2
2024-01-08,CPQ Salesforce Developer (middle),/jobs/5477747/,Peeklogic,['English'],Unknown,,2
2024-01-09,"Back-end Developer (PHP, Laravel)",/jobs/5437082/,Abz.agency®,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'API', 'NodeJS', 'Redis']","[30000, 55000]",42500.0,1
2024-01-10,"PHP, HTML Developer",/jobs/5247247/,InfoLine,"['PHP', 'JS', 'HTML', 'CSS', 'API']",[30000],30000.0,1
2024-01-09,Розробник SAP ABAP,/jobs/5452620/,"Дарниця, фармацевтична компанія","['SQL', 'API']",Unknown,,2
2024-01-02,Middle C# Unity Developer (GameDev),/jobs/2930698/,4Enjoy Games,['GIT'],As interview result,,1
2023-12-27,Програміст PHP,/jobs/5466691/,Danavero,"['PHP', 'SQL', 'English', 'GIT', 'API', 'CI/CD']",Unknown,,5
2024-01-09,Програміст 1C,/jobs/5460095/,Метінвест,"['GIT', '1С']",Unknown,,2
2024-01-08,Програміст 1C (BAF),/jobs/5131273/,Big Shop,['1С'],"[30000, 45000]",37500.0,1
2024-01-05,Програміст 1С7,/jobs/5476261/,"Пачковська І., приватна особа",['1С'],"[30000, 50000]",40000.0,2
2024-01-05,Программист-наладчик станков ЧПУ,/jobs/5453833/,"Технокластер, ООО",[],"[30000, 40000]",35000.0,5
2024-01-09,WordPress developer,/jobs/5480016/,Rise UP,"['PHP', 'SQL', 'HTML', 'CSS', 'GIT']","[23000, 30000]",26500.0,2
2024-01-08,Senior Node.js-розробник,/jobs/5478601/,Axon Development Group,"['Java', 'JS', 'SQL', 'GIT', 'API', 'Redis']","[153000, 210000]",181500.0,5
2024-01-05,Програміст баз даних,/jobs/5475601/,"Черкаська міська інфекційна лікарня, КНП",[],"[12000, 15000]",13500.0,1
2023-12-18,Android Developer,/jobs/5457838/,Ronis,"['Java', 'GIT', 'API']",Unknown,,2
2024-01-08,Розробник MS-SQL (DWH/ETL),/jobs/5429823/,"Діла, медична лабораторія","['SQL', 'ETL']",Unknown,,2
2024-01-10,Програміст 1С (BAS),/jobs/5258650/,RunIT,[],"[30000, 50000]",40000.0,5
2024-01-05,Full-Stack Developer (.Net),/jobs/5256462/,АТБ-маркет,"['SQL', 'Docker', 'C#', 'GIT', 'WEB']",Unknown,,2
2024-01-05,Програміст 1С,/jobs/5445242/,"Вовк Груп, ТОВ",['1С'],Unknown,,2
2024-01-08,Python Developer (Computer Vision),/jobs/5349371/,"Фора, ТОВ","['Python', 'SQL']",Unknown,,1
2024-01-05,Junior React Developer,/jobs/5475440/,Push,"['Java', 'HTML', 'CSS', 'GIT']","[30000, 50000]",40000.0,2
2024-01-09,Програміст 1C (Axapta),/jobs/5465561/,"В.М., група компаній","['SQL', '1С']",Unknown,,1
2024-01-04,Хімік-розробник миючих засобів,/jobs/5474244/,"Сітако, ТОВ",[],"[20000, 25000]",22500.0,2
2023-12-19,Full Stack Developer (Yii2),/jobs/5044635/,EasyXpress.com.ua,"['PHP', 'Java', 'JS', 'SQL', 'GIT', 'API']","[40000, 80000]",60000.0,2
2024-01-05,Програміст 1С,/jobs/3826544/,"Дячук І.Я., ФОП",[],"[20000, 40000]",30000.0,2
2024-01-02,Senior Full Stack C#/.NET Developer,/jobs/5464703/,MDO,"['Java', 'JS', 'SQL', 'C#', 'English', 'CSS', 'WEB']",Unknown,,5
2023-12-19,Розробник BAS у IT-компанію,/jobs/5459297/,Dita Group,"['SQL', 'GIT', 'API']","[60000, 100000]",80000.0,2
2024-01-04,Програміст 1C,/jobs/5474372/,"Вдовенко Т. В., ФОП",['1С'],As interview result,,2
2024-01-09,SQL Developer,/jobs/5480539/,Банк Восток,['SQL'],Unknown,,2
2024-01-05,"Інженер-програміст (GoldenGate, RabbitMQ, ELK)",/jobs/5171646/,Universal Bank,"['SQL', 'Redis']",As interview result,,1
2024-01-09,PHP Developer,/jobs/5465885/,Netpeak Group,"['PHP', 'SQL', 'Docker', 'WEB']",Unknown,,2
2023-12-11,Інженер-програміст у Южне,/jobs/5450431/,"Південний, МТП, ДП",['SQL'],Unknown,,2
2023-12-18,"Unity, С# Developer",/jobs/4927151/,BG Games,"['C#', 'GIT']","[20000, 32000]",26000.0,1
2024-01-10,Senior Backend Node.js Developer,/jobs/5482664/,AnyforSoft,"['JS', 'SQL', 'ETL', 'English', 'GIT', 'WEB', 'API', 'NodeJS']",Unknown,,5
2023-12-27,Junior Python Developer,/jobs/5466723/,Solidway,['Python'],As interview result,,0
2024-01-04,Програміст С/C++ (Linux),/jobs/5473518/,"Лаврів О.І., ФОП","['Python', 'C++', 'GIT']","[80000, 160000]",120000.0,5
2023-12-11,Full Stack Developer (WordPress),/jobs/5450349/,Ambiweb.co,"['PHP', 'Java', 'English', 'HTML', 'CSS', 'WEB']",Unknown,,1
2023-12-27,Системний програміст,/jobs/5410457/,Сєвєродонецький міський центр зайнятості (відділ рекрутингу),[],[40000],40000.0,2
2023-12-21,WordPress developer,/jobs/5462090/,Hennessey Group,"['PHP', 'Java', 'JS', 'HTML', 'CSS', 'GIT']","[45000, 55000]",50000.0,2
2023-12-11,PHP Developer,/jobs/5450149/,"Аплікейшн Клауд, ТОВ","['PHP', 'Java', 'SQL', 'Docker', 'English', 'HTML', 'CSS', 'GIT']","[73000, 85000]",79000.0,5
2023-12-12,Python-программист,/jobs/5452246/,Onlihub,"['Python', 'SQL', 'Docker', 'Pandas', 'FastAPI', 'GIT', 'API', 'Redis']","[50000, 80000]",65000.0,2
2023-12-22,WordPress Developer,/jobs/5463848/,Tactica ehf,"['Java', 'English', 'HTML', 'CSS']","[45000, 80000]",62500.0,2
2023-12-26,Программист 1С,/jobs/4358049/,"Автоцентр на Столичном, филиал (УкрАвто, корпорация)",['1С'],Unknown,,1
2024-01-09,Програміст 1C,/jobs/4054783/,Мета,['1С'],Unknown,,2
2024-01-09,Full Stack Web Developer,/jobs/5479215/,"Індустрія, ТК","['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'API']","[12000, 32000]",22000.0,1
2024-01-09,Програміст 1C,/jobs/5452729/,Благо,['1С'],As interview result,,1
2023-12-12,C# web API developer,/jobs/5452946/,Tracklease,"['Java', 'SQL', 'C#', 'HTML', 'CSS', 'WEB', 'API']",[35000],35000.0,5
2024-01-09,"Інженер-програміст, електроник (PLC, SCADA)",/jobs/4828180/,Trigla,[],"[20000, 45000]",32500.0,1
2023-12-11,"Технолог-програміст ЧПК (металообробка, фрезеровка, токарка)",/jobs/5156403/,"Грамм, ТОВ",[],"[30000, 40000]",35000.0,5
2024-01-08,Програміст PL/SQL Oracle,/jobs/4731086/,Український процесінговий центр,['SQL'],Unknown,,2
2023-12-14,SQL-програміст,/jobs/4994640/,"Кліринговий Дім, АБ",['SQL'],"[30000, 37000]",33500.0,2
2023-12-13,Bitrix developer,/jobs/4495520/,"Dzencode, IT-Company","['PHP', 'Java', 'Python', '1С', 'WEB', 'API']","[16500, 40500]",28500.0,1
2023-12-16,Програміст (стажер),/jobs/5457245/,Вінницька ІТ-Академія,[],Unknown,,0
2024-01-09,Програміст 1C,/jobs/5137341/,"Ольвія, корпорація","['SQL', '1С']",Unknown,,2
2023-12-11,Symfony Developer,/jobs/5451448/,Ronis,"['PHP', 'Java', 'SQL', 'Docker', 'GIT', 'Redis']",Unknown,,1
2023-12-27,Webflow Developer,/jobs/5466532/,Gapsy Studio,"['WEB', 'API', 'SEO']","[28000, 40000]",34000.0,1
2024-01-02,"Strong Junior, Middle PHP developer",/jobs/4539891/,StarDesignz,"['PHP', 'Java', 'HTML', 'CSS', 'GIT', 'WEB']","[20000, 60000]",40000.0,2
2024-01-09,Senior C++ Developer,/jobs/5470384/,Home Games,['Python'],Unknown,,2
2023-12-20,"Программист микроконтроллеров STM STM32 ""H7"" (STM32H723ZE)",/jobs/5462054/,Лазер-Оптика,[],Unknown,,1
2024-01-04,AI Developer (Construction & Business Operations),/jobs/5324254/,Piche Ltd,"['Java', 'Python', 'C#']","[120000, 160000]",140000.0,5
2024-01-10,Програміст 1C,/jobs/3373409/,"БізнесХолдинг, торгово-виробнича група компаній","['SQL', '1С', 'API']",Unknown,,5
2023-12-26,Symfony developer,/jobs/5465359/,WEB4PRO,"['PHP', 'Java', 'HTML', 'CSS', 'GIT']",Unknown,,2
2024-01-02,"Senior Full-Stack Developer (Node.js, React.js)",/jobs/5470350/,ZFORT Group,"['JS', 'SQL', 'English', 'Redis']",Unknown,,5
2023-12-29,Программист 1C,/jobs/4244992/,Бізнес-Інтрист,"['1С', 'WEB', 'API']",As interview result,,2
2023-12-21,Web-програміст,/jobs/4311535/,TBT Ukraine,"['PHP', 'Java', 'SQL', 'HTML', 'CSS']","[25000, 50000]",37500.0,2
2024-01-09,Інженер-програміст,/jobs/5452208/,"Асканія, група компаній",[],Unknown,,2
2024-01-04,Junior Unity game developer,/jobs/4805918/,24Play,['C#'],Unknown,,0
2024-01-09,Frontend (Vue. js) developer,/jobs/5480643/,Giraffe Software,['JS'],Unknown,,2
2024-01-10,Програміст 1C,/jobs/5453385/,AVA Group,"['SQL', '1С']",As interview result,,2
2024-01-05,﻿Flutter Developer,/jobs/5475144/,Аccord consulting,"['PHP', 'Java', 'HTML', 'CSS', 'GIT', 'API']",Unknown,,0
2024-01-06,Full-Stack Developer (.Net),/jobs/5116242/,АТБ-маркет,"['SQL', 'Docker', 'C#', 'GIT', 'WEB']",Unknown,,2
2024-01-04,"Python Developer, Mentor",/jobs/5301777/,FoxmindEd,"['Java', 'Python', 'SQL', 'Docker', 'HTML', 'Django', 'Flask', 'CSS', 'GIT']",As interview result,,2
2024-01-10,FPGA developer,/jobs/5132352/,Ozzylogik LTD,['Python'],Unknown,,2
2023-12-11,Senior Web Developer,/jobs/5451159/,Gamanet a. s.,"['Java', 'HTML', 'CSS', 'WEB']","[80000, 150000]",115000.0,2
2024-01-10,Інженер-програміст АСУ,/jobs/5327004/,Розумна Інтралогістика,[],Unknown,,2
2023-12-30,Розробник (Shopify),/jobs/5469315/,Kadun Inc,"['Java', 'HTML', 'CSS']",Unknown,,0
2024-01-10,Програміст 1С у Львів,/jobs/5390781/,"Подорожник, мережа аптек","['SQL', '1С']",Unknown,,5
2024-01-09,"Інженер електроніки, програміст мікроконтролерів",/jobs/4903162/,"Импульс, СНПО, ЧАО","['C++', 'GIT']",Unknown,,2
2023-12-18,"Full-stack React, PHP Developer",/jobs/5458778/,Merehead,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'English', 'GIT', 'WEB']","[37000, 50000]",43500.0,2
2023-12-18,Node. js розробник,/jobs/5421482/,CyBridge Technologies,"['Java', 'JS', 'Python', 'SQL', 'C++', 'GIT', 'API', 'CI/CD', 'Redis']",Unknown,,2
2023-12-22,Senior Python Developer,/jobs/5464012/,VOL company,"['Java', 'Python', 'SQL', 'HTML', 'Django', 'CSS', 'FastAPI', 'API']","[24000, 30000]",27000.0,5
2023-12-26,Програміст 1C,/jobs/5465483/,"Денди-Логистик, ООО",['1С'],Unknown,,2
2024-01-05,Senior Full Stack developer,/jobs/5425562/,"Інформаційно-обчислювальний центр Міністерства соц. політики України, ДП","['Java', 'SQL', 'HTML', 'CSS', 'GIT']",As interview result,,2
2024-01-10,"Інженер, програміст АСУТП",/jobs/5467152/,Капелоу,[],Unknown,,2
2023-12-27,"Strong Middle, Senior PHP developer",/jobs/5286089/,Meta-technology,['PHP'],Unknown,,2
2024-01-02,Програміст 1C,/jobs/5252323/,"Інфотех, СТ",[],"[20000, 25000]",22500.0,2
2023-12-15,Junior Rust Systems Developer,/jobs/4709016/,Out of the Box Systems,"['Java', 'JS', 'GIT']",[37000],37000.0,0
2024-01-02,"Програміст 1С 8, BAS",/jobs/2092164/,"Енсіті, ТОВ",['1С'],[45000],45000.0,2
2024-01-10,Програміст-електронщик (embedder),/jobs/888696/,АС Привод,['C#'],"[20000, 35000]",27500.0,2
